sentence_type,item_id,condition,full_sentence
basic_object,24,what_gap,We remember what warmly our new friend brought to the birthday party last weekend .
basic_object,24,that_gap,We remember that warmly our new friend brought to the birthday party last weekend .
basic_object,25,what_nogap,I know who warmly the teacher congratulated the couple in front of the children at school .
basic_object,25,that_nogap,I know that warmly the teacher congratulated the couple in front of the children at school .
basic_object,25,what_gap,I know who warmly the teacher congratulated in front of the children at school .
basic_object,25,that_gap,I know that warmly the teacher congratulated in front of the children at school .
basic_object,26,what_nogap,You know who graciously the journalist introduced her friend to her family last year .
basic_object,26,that_nogap,You know that graciously the journalist introduced her friend to her family last year .
basic_object,26,what_gap,You know who graciously the journalist introduced to her family last year .
basic_object,26,that_gap,You know that graciously the journalist introduced to her family last year .
basic_object,27,what_nogap,She knows who warmly the young man waited for his date next to the theater last night .
basic_object,27,that_nogap,She knows that warmly the young man waited for his date next to the theater last night .
basic_object,27,what_gap,She knows who warmly the young man waited for next to the theater last night .
basic_object,27,that_gap,She knows that warmly the young man waited for next to the theater last night .
basic_object,28,what_nogap,He knows who carefully the lawyer interrogated the spy with bright lights yesterday .
basic_object,28,that_nogap,He knows that carefully the lawyer interrogated the spy with bright lights yesterday .
basic_object,28,what_gap,He knows who carefully the lawyer interrogated with bright lights yesterday .
basic_object,28,that_gap,He knows that carefully the lawyer interrogated with bright lights yesterday .
basic_object,29,what_nogap,They recall who warmly the woman thanked the waitress with a big tip last week .
basic_object,29,that_nogap,They recall that warmly the woman thanked the waitress with a big tip last week .
basic_object,29,what_gap,They recall who warmly the woman thanked with a big tip last week .
basic_object,29,that_gap,They recall that warmly the woman thanked with a big tip last week .
basic_object,30,what_nogap,He remembers who skillfully the family reassured the old woman about her daughter yesterday evening .
basic_object,30,that_nogap,He remembers that skillfully the family reassured the old woman about her daughter yesterday evening .
basic_object,30,what_gap,He remembers who skillfully the family reassured about her daughter yesterday evening .
basic_object,30,that_gap,He remembers that skillfully the family reassured about her daughter yesterday evening .
basic_object,31,what_nogap,You said who unkindly the young man abandoned his partner with mounting debts last evening .
basic_object,31,that_nogap,You said that unkindly the young man abandoned his partner with mounting debts last evening .
basic_object,31,what_gap,You said who unkindly the young man abandoned with mounting debts last evening .
basic_object,31,that_gap,You said that unkindly the young man abandoned with mounting debts last evening .
basic_object,32,what_nogap,We recall what hesitantly the student delivered the paper to the professor over the summer .
basic_object,32,that_nogap,We recall that hesitantly the student delivered the paper to the professor over the summer .
basic_object,32,what_gap,We recall what hesitantly the student delivered to the professor over the summer .
basic_object,32,that_gap,We recall that hesitantly the student delivered to the professor over the summer .
basic_object,33,what_nogap,He said what hesitantly the company collected information about their rivals last night .
basic_object,33,that_nogap,He said that hesitantly the company collected information about their rivals last night .
basic_object,33,what_gap,He said what hesitantly the company collected about their rivals last night .
basic_object,33,that_gap,He said that hesitantly the company collected about their rivals last night .
basic_object,34,what_nogap,They know what rudely the couple frightened the children with threats last night .
basic_object,34,that_nogap,They know that rudely the couple frightened the children with threats last night .
basic_object,34,what_gap,They know what rudely the couple frightened with threats last night .
basic_object,34,that_gap,They know that rudely the couple frightened with threats last night .
basic_object,35,what_nogap,He knows who with skill the spy assassinated the politician with a gun last year .
basic_object,35,that_nogap,He knows that with skill the spy assassinated the politician with a gun last year .
basic_object,35,what_gap,He knows who with skill the spy assassinated with a gun last year .
basic_object,35,that_gap,He knows that with skill the spy assassinated with a gun last year .
basic_object,36,what_nogap,I know who warmly the lawyer greeted the man with a smile over lunch .
basic_object,36,that_nogap,I know that warmly the lawyer greeted the man with a smile over lunch .
basic_object,36,what_gap,I know who warmly the lawyer greeted with a smile over lunch .
basic_object,36,that_gap,I know that warmly the lawyer greeted with a smile over lunch .
basic_object,37,what_nogap,You know what skillfully the maid collected water from the brook last year .
basic_object,37,that_nogap,You know that skillfully the maid collected water from the brook last year .
basic_object,37,what_gap,You know what skillfully the maid collected from the brook last year .
basic_object,37,that_gap,You know that skillfully the maid collected from the brook last year .
basic_object,38,what_nogap,She knows who cooly the woman congratulated the athletes with her husband last summer .
basic_object,38,that_nogap,She knows that cooly the woman congratulated the athletes with her husband last summer .
basic_object,38,what_gap,She knows who cooly the woman congratulated with her husband last summer .
basic_object,38,that_gap,She knows that cooly the woman congratulated with her husband last summer .
basic_object,39,what_nogap,He knows who cheerfully the hunter introduced his friends to his family last winter .
basic_object,39,that_nogap,He knows that cheerfully the hunter introduced his friends to his family last winter .
basic_object,39,what_gap,He knows who cheerfully the hunter introduced to his family last winter .
basic_object,39,that_gap,He knows that cheerfully the hunter introduced to his family last winter .
basic_object,40,what_nogap,They recall who with sadness the man waited for her friend in the rain last night .
basic_object,40,that_nogap,They recall that with sadness the man waited for her friend in the rain last night .
basic_object,40,what_gap,They recall who with sadness the man waited for in the rain last night .
basic_object,40,that_gap,They recall that with sadness the man waited for in the rain last night .
basic_object,41,what_nogap,He remembers who brutally the detective interrogated the criminal in his cell yesterday .
basic_object,41,that_nogap,He remembers that brutally the detective interrogated the criminal in his cell yesterday .
basic_object,41,what_gap,He remembers who brutally the detective interrogated in his cell yesterday .
basic_object,41,that_gap,He remembers that brutally the detective interrogated in his cell yesterday .
basic_object,42,what_nogap,You said what skillfully the theif stole a painting from the museum last night .
basic_object,42,that_nogap,You said that skillfully the theif stole a painting from the museum last night .
basic_object,42,what_gap,You said what skillfully the theif stole from the museum last night .
basic_object,42,that_gap,You said that skillfully the theif stole from the museum last night .
basic_object,43,what_nogap,We recall what sadly the doctor administered medicine to the old woman yesterday .
basic_object,43,that_nogap,We recall that sadly the doctor administered medicine to the old woman yesterday .
basic_object,43,what_gap,We recall what sadly the doctor administered to the old woman yesterday .
basic_object,43,that_gap,We recall that sadly the doctor administered to the old woman yesterday .
basic_object,44,what_nogap,He said who anxiously the mother waited for her daughter in the car over the winter .
basic_object,44,that_nogap,He said that anxiously the mother waited for her daughter in the car over the winter .
basic_object,44,what_gap,He said who anxiously the motehr waited for in the car over the winter .
basic_object,44,that_gap,He said that anxiously the mother waited for in the car over the winter .
basic_object,45,what_nogap,They know who suddenly the woman chased the intruder with a broom yesterday morning .
basic_object,45,that_nogap,They know that suddenly the woman chased the intruder with a broom yesterday morning .
basic_object,45,what_gap,They know who suddenly the woman chased with a broom yesterday morning .
basic_object,45,that_gap,They know that suddenly the woman chased with a broom yesterday morning .
basic_object,46,what_nogap,He knows what quickly the scientists delivered the article to the journal last night .
basic_object,46,that_nogap,He knows that quickly the scientists delivered the article to the journal last night .
basic_object,46,what_gap,He knows what quickly the scientists delivered to the journal last night .
basic_object,46,that_gap,He knows that quickly the scientists delivered to the journal last night .
basic_object,47,what_nogap,I know who brutally the police frightened the protesters with their guns last night .
basic_object,47,that_nogap,I know that brutally the police frightened the protesters with their guns last night .
basic_object,47,what_gap,I know who brutally the police frightened with their guns last night .
basic_object,47,that_gap,I know that brutally the police frightened with their guns last night .
basic_object,48,what_nogap,You know who with skill the radical assassinated the politician with a bomb yesterday .
basic_object,48,that_nogap,You know that with skill the radical assassinated the politician with a bomb yesterday .
basic_object,48,what_gap,You know who with skill the radical assassinated with a bomb yesterday .
basic_object,48,that_gap,You know that with skill the radical assassinated with a bomb yesterday .
basic_object,49,what_nogap,She knows who cheerfully the mechanic greeted the teacher with a wave yesterday .
basic_object,49,that_nogap,She knows that cheerfully the mechanic greeted the teacher with a wave yesterday .
basic_object,49,what_gap,She knows who cheerfully the mechanic greeted with a wave yesterday .
basic_object,49,that_gap,She knows that cheerfully the mechanic greeted with a wave yesterday .
basic_object,50,what_nogap,He knows who kindly the students reassured the principal with kind words last night .
basic_object,50,that_nogap,He knows that kindly the students reassured the principal with kind words last night .
basic_object,50,what_gap,He knows who kindly the students reassured with kind words last night .
basic_object,50,that_gap,He knows that kindly the students reassured with kind words last night .
basic_pp,1,what_nogap,I know who with gusto our uncle grabbed the food in front of the guests at the holiday party .
basic_pp,1,that_nogap,I know that with gusto our uncle grabbed the food in front of the guests at the holiday party .
basic_pp,1,what_gap,I know who with gusto our uncle grabbed the food in front of at the holiday party .
basic_pp,1,that_gap,I know that with gusto our uncle grabbed the food in front of at the holiday party .
basic_pp,2,what_nogap,My neighbor told me who with skill the dog caught the mouse for his neighbors yesterday .
basic_pp,2,that_nogap,My neighbor told me that with skill the dog caught the mouse for his neighbors yesterday .
basic_pp,2,what_gap,My neighbor told me who with skill the dog caught the mouse for yesterday .
basic_pp,2,that_gap,My neighbor told me that with skill the dog caught the mouse for yesterday .
basic_pp,3,what_nogap,I know who with passion the committee delivered the report to the president by the deadline .
basic_pp,3,that_nogap,I know that with passion the committee delivered the report to the president by the deadline .
basic_pp,3,what_gap,I know who with passion the committee delivered the report to by the deadline .
basic_pp,3,that_gap,I know that with passion the committee delivered the report to by the deadline .
basic_pp,4,what_nogap,You remember who without thinking the businessman showed the presentation to the visitors after lunch .
basic_pp,4,that_nogap,You remember that without thinking the businessman showed the presentation to the visitors after lunch .
basic_pp,4,what_gap,You remember who without thinking the businessman showed the presentation to after lunch .
basic_pp,4,that_gap,You remember that without thinking the businessman showed the presentation to after lunch .
basic_pp,5,what_nogap,She told me who secretly the star student stole answers to the test from the teacher last year .
basic_pp,5,that_nogap,She told me that secretly the star student stole answers to the test from the teacher last year .
basic_pp,5,what_gap,She told me who secretly the star student stole answers to the test from last year .
basic_pp,5,that_gap,She told me that secretly the star student stole answers to the test from last year .
basic_pp,6,what_nogap,She knows what with skill the collector forged the painting with a brush a short while ago .
basic_pp,6,that_nogap,She knows that with skill the collector forged the painting with a brush a short while ago .
basic_pp,6,what_gap,She knows what with skill the collector forged the painting with a short while ago .
basic_pp,6,that_gap,She knows that with skill the collector forged the painting with a short while ago .
basic_pp,7,what_nogap,We all remember what illegally the convict brought a gun into the prison two weeks ago .
basic_pp,7,that_nogap,We all remember that illegally the convict brought a gun into the prison two weeks ago .
basic_pp,7,what_gap,We all remember what illegally the convict brought a gun into two weeks ago .
basic_pp,7,that_gap,We all remember that illegally the convict brought a gun into two weeks ago .
basic_pp,8,what_nogap,My friend reported who illegally the company sold multiple assets to stock holders last quarter .
basic_pp,8,that_nogap,My friend reported that illegally the company sold multiple assets to stock holders last quarter .
basic_pp,8,what_gap,My friend reported who illegally the company sold multiple assets to last quarter .
basic_pp,8,that_gap,My friend reported that illegally the company sold multiple assets to last quarter .
basic_pp,9,what_nogap,I do not know what with malice her rival derailed the performance with a cruel plan last week .
basic_pp,9,that_nogap,I do not know that with malice her rival derailed the performance with a cruel plan last week .
basic_pp,9,what_gap,I do not know what with malice her rival derailed the performance with last week .
basic_pp,9,that_gap,I do not know that with malice her rival derailed the performance with last week .
basic_pp,10,what_nogap,She can guess what with much fanfare the movie star received a prize for her hard work during the award ceremony .
basic_pp,10,that_nogap,She can guess that with much fanfare the movie star received a prize for her hard work during the award ceremony .
basic_pp,10,what_gap,She can guess what with much fanfare the movie star received a prize for during the award ceremony .
basic_pp,10,that_gap,She can guess that with much fanfare the movie star received a prize for during the award ceremony .
basic_pp,11,what_nogap,The newspaper reported what brutally the suspect killed the witness with a gun in the middle of the night .
basic_pp,11,that_nogap,The newspaper reported that brutally the suspect killed the witness with a gun in the middle of the night .
basic_pp,11,what_gap,The newspaper reported what brutally the suspect killed the witness with in the middle of the night .
basic_pp,11,that_gap,The newspaper reported that brutally the suspect killed the witness with in the middle of the night .
basic_pp,12,what_nogap,We recall what clumsily the man placed a delicate plate next to the oven over an hour ago .
basic_pp,12,that_nogap,We recall that clumsily the man placed a delicate plate next to the oven over an hour ago .
basic_pp,12,what_gap,We recall what clumsily the man placed a delicate plate next to over an hour ago .
basic_pp,12,that_gap,We recall that clumsily the man placed a delicate plate next to over an hour ago .
basic_pp,13,what_nogap,I remember who with skill the nurse administered the new medicine to the patient without any delay .
basic_pp,13,that_nogap,I remember that with skill the nurse administered the new medicine to the patient without any delay .
basic_pp,13,what_gap,I remember who with skill the nurse administered the new medicine to without any delay .
basic_pp,13,that_gap,I remember that with skill the nurse administered the new medicine to without any delay .
basic_pp,14,what_nogap,Our friend knew who without tact the gossip column revealed family secrets to the public yesterday .
basic_pp,14,that_nogap,Our friend knew that without tact the gossip column revealed family secrets to the public yesterday .
basic_pp,14,what_gap,Our friend knew who without tact the gossip column revealed family secrets to yesterday .
basic_pp,14,that_gap,Our friend knew that without tact the gossip column revealed family secrets to yesterday .
basic_pp,15,what_nogap,The mayor told me what with public funds the workers repaired the bridge for the town over the summer .
basic_pp,15,that_nogap,The mayor told me that with public funds the workers repaired the bridge for the town over the summer .
basic_pp,15,what_gap,The mayor told me what with public funds the workers repaired the bridge for over the summer .
basic_pp,15,that_gap,The mayor told me that with public funds the workers repaired the bridge for over the summer .
basic_pp,16,what_nogap,My friend remembers what secretly the government collected sensitive data about foreign threats using illegal methods .
basic_pp,16,that_nogap,My friend remembers that secretly the government collected sensitive data about foreign threats using illegal methods .
basic_pp,16,what_gap,My friend remembers what secretly the government collected sensitive data about using illegal methods .
basic_pp,16,that_gap,My friend remembers that secretly the government collected sensitive data about using illegal methods .
basic_pp,17,what_nogap,The newspaper said who secretly the neighbors sold a convertible to the new couple last month .
basic_pp,17,that_nogap,The newspaper said that secretly the neighbors sold a convertible to the new couple last month .
basic_pp,17,what_gap,The newspaper said who secretly the neighbors sold a convertible to last month .
basic_pp,17,that_gap,The newspaper said that secretly the neighbors sold a convertible to last month .
basic_pp,18,what_nogap,Our neighbor said who we believe the student sent a package to her mother over a week ago .
basic_pp,18,that_nogap,Our neighbor said that we believe the student sent a package to her mother over a week ago .
basic_pp,18,what_gap,Our neighbor said who we believe the student sent a package to over a week ago .
basic_pp,18,that_gap,Our neighbor said that we believe the student sent a package to over a week ago .
basic_pp,19,what_nogap,My friend told me what recently the university hired a new administrator to help with increased enrollment for the following year .
basic_pp,19,that_nogap,My friend told me that recently the university hired a new administrator to help with increased enrollment for the following year .
basic_pp,19,what_gap,My friend told me what recently the university hired a new administrator to help with for the following year .
basic_pp,19,that_gap,My friend told me that recently the university hired a new administrator to help with for the following year .
basic_pp,20,what_nogap,She can not believe what recently my friend stole a candy bar from the store when he was young .
basic_pp,20,that_nogap,She can not believe that recently my friend stole a candy bar from the store when he was young .
basic_pp,20,what_gap,She can not believe what recently my friend stole a candy bar from when he was young .
basic_pp,20,that_gap,She can not believe that recently my friend stole a candy bar from when he was young .
basic_pp,21,what_nogap,Our neighbor reminded us what with effort the truck dragged the car out of the swamp last spring .
basic_pp,21,that_nogap,Our neighbor reminded us that with effort the truck dragged the car out of the swamp last spring .
basic_pp,21,what_gap,Our neighbor reminded us what with effort the truck dragged the car out of last spring .
basic_pp,21,that_gap,Our neighbor reminded us that with effort the truck dragged the car out of last spring .
basic_pp,22,what_nogap,The shop owner told me who with care the chef prepared a great meal for the guests yesterday evening .
basic_pp,22,that_nogap,The shop owner told me that with care the chef prepared a great meal for the guests yesterday evening .
basic_pp,22,what_gap,The shop owner told me who with care the chef prepared a great meal for yesterday evening .
basic_pp,22,that_gap,The shop owner told me that with care the chef prepared a great meal for yesterday evening .
basic_pp,23,what_nogap,My sister told me who we believe the newspaper published a long story about the mayor last month .
basic_pp,23,that_nogap,My sister told me that we believe the newspaper published a long story about the mayor last month .
basic_pp,23,what_gap,My sister told me who we believe the newspaper published a long story about last month .
basic_pp,23,that_gap,My sister told me that we believe the newspaper published a long story about last month .
basic_pp,24,what_nogap,We remember what warmly our new friend brought a large present to the birthday party last weekend .
basic_pp,24,that_nogap,We remember that warmly our new friend brought a large present to the birthday party last weekend .
basic_pp,24,what_gap,We remember what warmly our new friend brought a large present to last weekend .
basic_pp,24,that_gap,We remember that warmly our new friend brought a large present to last weekend .
basic_pp,25,what_nogap,I know who warmly the teacher congratulated the couple in front of the children at school .
basic_pp,25,that_nogap,I know that warmly the teacher congratulated the couple in front of the children at school .
basic_pp,25,what_gap,I know who warmly the teacher congratulated the couple in front of at school .
basic_pp,25,that_gap,I know that warmly the teacher congratulated the couple in front of at school .
basic_pp,26,what_nogap,You know who graciously the journalist introduced her friend to her family last year .
basic_pp,26,that_nogap,You know that graciously the journalist introduced her friend to her family last year .
basic_pp,26,what_gap,You know who graciously the journalist introduced her friend to last year .
basic_pp,26,that_gap,You know that graciously the journalist introduced her friend to last year .
basic_pp,27,what_nogap,She knows what warmly the young man waited for his date next to the theater last night .
basic_pp,27,that_nogap,She knows that warmly the young man waited for his date next to the theater last night .
basic_pp,27,what_gap,She knows what warmly the young man waited for his date next to last night .
basic_pp,27,that_gap,She knows that warmly the young man waited for his date next to last night .
basic_pp,28,what_nogap,He knows what carefully the lawyer interrogated the spy with bright lights yesterday .
basic_pp,28,that_nogap,He knows that carefully the lawyer interrogated the spy with bright lights yesterday .
basic_pp,28,what_gap,He knows what carefully the lawyer interrogated the spy with yesterday .
basic_pp,28,that_gap,He knows that carefully the lawyer interrogated the spy with yesterday .
basic_pp,29,what_nogap,They recall what warmly the woman thanked the waitress with a big tip last week .
basic_pp,29,that_nogap,They recall that warmly the woman thanked the waitress with a big tip last week .
basic_pp,29,what_gap,They recall what warmly the woman thanked the waitress with last week .
basic_pp,29,that_gap,They recall that warmly the woman thanked the waitress with last week .
basic_pp,30,what_nogap,He remembers who skillfully the family reassured the old woman about her daughter yesterday evening .
basic_pp,30,that_nogap,He remembers that skillfully the family reassured the old woman about her daughter yesterday evening .
basic_pp,30,what_gap,He remembers who skillfully the family reassured the old woman about yesterday evening .
basic_pp,30,that_gap,He remembers that skillfully the family reassured the old woman about yesterday evening .
basic_pp,31,what_nogap,You said who unkindly the young man abandoned his partner with mounting debts last evening .
basic_pp,31,that_nogap,You said that unkindly the young man abandoned his partner with mounting debts last evening .
basic_pp,31,what_gap,You said who unkindly the young man abandoned his partner with last evening .
basic_pp,31,that_gap,You said that unkindly the young man abandoned his partner with last evening .
basic_pp,32,what_nogap,We recall who hesitantly the student delivered the paper to the professor over the summer .
basic_pp,32,that_nogap,We recall that hesitantly the student delivered the paper to the professor over the summer .
basic_pp,32,what_gap,We recall who hesitantly the student delivered the paper to over the summer .
basic_pp,32,that_gap,We recall that hesitantly the student delivered the paper to over the summer .
basic_pp,33,what_nogap,He said who hesitantly the company collected information about their rivals last night .
basic_pp,33,that_nogap,He said that hesitantly the company collected information about their rivals last night .
basic_pp,33,what_gap,He said who hesitantly the company collected information about last night .
basic_pp,33,that_gap,He said that hesitantly the company collected information about last night .
basic_pp,34,what_nogap,They know what rudely the couple frightened the children with threats last night .
basic_pp,34,that_nogap,They know that rudely the couple frightened the children with threats last night .
basic_pp,34,what_gap,They know what rudely the couple frightened the children with last night .
basic_pp,34,that_gap,They know that rudely the couple frightened the children with last night .
basic_pp,35,what_nogap,He knows what with skill the spy assassinated the politician with a gun last year .
basic_pp,35,that_nogap,He knows that with skill the spy assassinated the politician with a gun last year .
basic_pp,35,what_gap,He knows what with skill the spy assassinated the politician with last year .
basic_pp,35,that_gap,He knows that with skill the spy assassinated the politician with last year .
basic_pp,36,what_nogap,I know what warmly the lawyer greeted the man with a smile over lunch .
basic_pp,36,that_nogap,I know that warmly the lawyer greeted the man with a smile over lunch .
basic_pp,36,what_gap,I know what warmly the lawyer greeted the man with over lunch .
basic_pp,36,that_gap,I know that warmly the lawyer greeted the man with over lunch .
basic_pp,37,what_nogap,You know what skillfully the maid collected water from the brook last year .
basic_pp,37,that_nogap,You know that skillfully the maid collected water from the brook last year .
basic_pp,37,what_gap,You know what skillfully the maid collected water from last year .
basic_pp,37,that_gap,You know that skillfully the maid collected water from last year .
basic_pp,38,what_nogap,She knows who cooly the woman congratulated the athletes with her husband last summer .
basic_pp,38,that_nogap,She knows that cooly the woman congratulated the athletes with her husband last summer .
basic_pp,38,what_gap,She knows who cooly the woman congratulated the athletes with last summer .
basic_pp,38,that_gap,She knows that cooly the woman congratulated the athletes with last summer .
basic_pp,39,what_nogap,He knows who cheerfully the hunter introduced his friends to his family last winter .
basic_pp,39,that_nogap,He knows that cheerfully the hunter introduced his friends to his family last winter .
basic_pp,39,what_gap,He knows who cheerfully the hunter introduced the athletes to last winter .
basic_pp,39,that_gap,He knows that cheerfully the hunter introduced the athletes to last winter .
basic_pp,40,what_nogap,They recall what with sadness the man waited for her friend in the rain last night .
