source_doc_name,item,condition,critical_word_text,aggregated_surprisal_bits
lan_parasitic_gap,7,MINUS_FILLER_PLUS_GAP,eventually,23.68887079
lan_parasitic_gap,7,PLUS_FILLER_MINUS_GAP,us,7.00875245
lan_parasitic_gap,7,MINUS_FILLER_MINUS_GAP,us,6.57863456
lan_parasitic_gap,8,PLUS_FILLER_PLUS_GAP,eventually,23.07982987
lan_parasitic_gap,8,MINUS_FILLER_PLUS_GAP,eventually,23.68887079
lan_parasitic_gap,8,PLUS_FILLER_MINUS_GAP,Kim,19.50932122
lan_parasitic_gap,8,MINUS_FILLER_MINUS_GAP,Kim,20.15949050
lan_parasitic_gap,9,PLUS_FILLER_PLUS_GAP,eventually,23.07982987
lan_parasitic_gap,9,MINUS_FILLER_PLUS_GAP,eventually,23.68887079
lan_parasitic_gap,9,PLUS_FILLER_MINUS_GAP,you,4.13821636
lan_parasitic_gap,9,MINUS_FILLER_MINUS_GAP,you,5.08110990
lan_parasitic_gap,10,PLUS_FILLER_PLUS_GAP,eventually,23.07982987
lan_parasitic_gap,10,MINUS_FILLER_PLUS_GAP,eventually,23.37210546
lan_parasitic_gap,10,PLUS_FILLER_MINUS_GAP,us,7.00875245
lan_parasitic_gap,10,MINUS_FILLER_MINUS_GAP,us,6.60424673
lan_parasitic_gap,11,PLUS_FILLER_PLUS_GAP,eventually,23.07982987
lan_parasitic_gap,11,MINUS_FILLER_PLUS_GAP,eventually,23.37210546
lan_parasitic_gap,11,PLUS_FILLER_MINUS_GAP,Kim,19.50932122
lan_parasitic_gap,11,MINUS_FILLER_MINUS_GAP,Kim,19.20574645
lan_parasitic_gap,12,PLUS_FILLER_PLUS_GAP,eventually,23.07982987
lan_parasitic_gap,12,MINUS_FILLER_PLUS_GAP,eventually,23.37210546
lan_parasitic_gap,12,PLUS_FILLER_MINUS_GAP,you,4.13821636
lan_parasitic_gap,12,MINUS_FILLER_MINUS_GAP,you,5.77248976
lan_parasitic_gap,13,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,13,MINUS_FILLER_PLUS_GAP,soon,24.64419892
lan_parasitic_gap,13,PLUS_FILLER_MINUS_GAP,Kim,18.80558757
lan_parasitic_gap,13,MINUS_FILLER_MINUS_GAP,Kim,17.97164491
lan_parasitic_gap,14,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,14,MINUS_FILLER_PLUS_GAP,soon,24.64419892
lan_parasitic_gap,14,PLUS_FILLER_MINUS_GAP,you,4.97323093
lan_parasitic_gap,14,MINUS_FILLER_MINUS_GAP,you,7.40513147
lan_parasitic_gap,15,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,15,MINUS_FILLER_PLUS_GAP,soon,24.64419892
lan_parasitic_gap,15,PLUS_FILLER_MINUS_GAP,us,7.29083973
lan_parasitic_gap,15,MINUS_FILLER_MINUS_GAP,us,7.51990796
lan_parasitic_gap,16,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,16,MINUS_FILLER_PLUS_GAP,soon,24.30456254
lan_parasitic_gap,16,PLUS_FILLER_MINUS_GAP,Kim,18.80558757
lan_parasitic_gap,16,MINUS_FILLER_MINUS_GAP,Kim,19.75880936
lan_parasitic_gap,17,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,17,MINUS_FILLER_PLUS_GAP,soon,24.30456254
lan_parasitic_gap,17,PLUS_FILLER_MINUS_GAP,you,4.97323093
lan_parasitic_gap,17,MINUS_FILLER_MINUS_GAP,you,6.67644496
lan_parasitic_gap,18,PLUS_FILLER_PLUS_GAP,soon,24.52285673
lan_parasitic_gap,18,MINUS_FILLER_PLUS_GAP,soon,24.30456254
lan_parasitic_gap,18,PLUS_FILLER_MINUS_GAP,us,7.29083973
lan_parasitic_gap,18,MINUS_FILLER_MINUS_GAP,us,7.30711910
lan_parasitic_gap,19,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,19,MINUS_FILLER_PLUS_GAP,eventually,26.84826617
lan_parasitic_gap,19,PLUS_FILLER_MINUS_GAP,us,7.29083973
lan_parasitic_gap,19,MINUS_FILLER_MINUS_GAP,us,7.30711910
lan_parasitic_gap,20,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,20,MINUS_FILLER_PLUS_GAP,eventually,26.84826617
lan_parasitic_gap,20,PLUS_FILLER_MINUS_GAP,Kim,18.80558757
lan_parasitic_gap,20,MINUS_FILLER_MINUS_GAP,Kim,19.75880936
lan_parasitic_gap,21,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,21,MINUS_FILLER_PLUS_GAP,eventually,26.84826617
lan_parasitic_gap,21,PLUS_FILLER_MINUS_GAP,you,4.97323093
lan_parasitic_gap,21,MINUS_FILLER_MINUS_GAP,you,6.67644496
lan_parasitic_gap,22,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,22,MINUS_FILLER_PLUS_GAP,eventually,26.94092759
lan_parasitic_gap,22,PLUS_FILLER_MINUS_GAP,us,7.29083973
lan_parasitic_gap,22,MINUS_FILLER_MINUS_GAP,us,7.51990796
lan_parasitic_gap,23,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,23,MINUS_FILLER_PLUS_GAP,eventually,26.94092759
lan_parasitic_gap,23,PLUS_FILLER_MINUS_GAP,Kim,18.80558757
lan_parasitic_gap,23,MINUS_FILLER_MINUS_GAP,Kim,17.97164491
lan_parasitic_gap,24,PLUS_FILLER_PLUS_GAP,eventually,27.58580650
lan_parasitic_gap,24,MINUS_FILLER_PLUS_GAP,eventually,26.94092759
lan_parasitic_gap,24,PLUS_FILLER_MINUS_GAP,you,4.97323093
lan_parasitic_gap,24,MINUS_FILLER_MINUS_GAP,you,7.40513147
lan_parasitic_gap,25,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,25,MINUS_FILLER_PLUS_GAP,soon,22.32768946
lan_parasitic_gap,25,PLUS_FILLER_MINUS_GAP,you,4.26844988
lan_parasitic_gap,25,MINUS_FILLER_MINUS_GAP,you,6.01335202
lan_parasitic_gap,26,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,26,MINUS_FILLER_PLUS_GAP,soon,22.32768946
lan_parasitic_gap,26,PLUS_FILLER_MINUS_GAP,us,6.03937247
lan_parasitic_gap,26,MINUS_FILLER_MINUS_GAP,us,6.39223981
lan_parasitic_gap,27,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,27,MINUS_FILLER_PLUS_GAP,soon,22.32768946
lan_parasitic_gap,27,PLUS_FILLER_MINUS_GAP,Kim,20.60727130
lan_parasitic_gap,27,MINUS_FILLER_MINUS_GAP,Kim,19.44989517
lan_parasitic_gap,28,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,28,MINUS_FILLER_PLUS_GAP,soon,21.99993512
lan_parasitic_gap,28,PLUS_FILLER_MINUS_GAP,you,4.26844988
lan_parasitic_gap,28,MINUS_FILLER_MINUS_GAP,you,5.54388896
lan_parasitic_gap,29,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,29,MINUS_FILLER_PLUS_GAP,soon,21.99993512
lan_parasitic_gap,29,PLUS_FILLER_MINUS_GAP,us,6.03937247
lan_parasitic_gap,29,MINUS_FILLER_MINUS_GAP,us,6.32310009
lan_parasitic_gap,30,PLUS_FILLER_PLUS_GAP,soon,22.23025994
lan_parasitic_gap,30,MINUS_FILLER_PLUS_GAP,soon,21.99993512
lan_parasitic_gap,30,PLUS_FILLER_MINUS_GAP,Kim,20.60727130
lan_parasitic_gap,30,MINUS_FILLER_MINUS_GAP,Kim,21.73965274
lan_parasitic_gap,31,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,31,MINUS_FILLER_PLUS_GAP,eventually,26.47947004
lan_parasitic_gap,31,PLUS_FILLER_MINUS_GAP,Kim,20.60727130
lan_parasitic_gap,31,MINUS_FILLER_MINUS_GAP,Kim,21.73965274
lan_parasitic_gap,32,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,32,MINUS_FILLER_PLUS_GAP,eventually,26.47947004
lan_parasitic_gap,32,PLUS_FILLER_MINUS_GAP,us,6.03937247
lan_parasitic_gap,32,MINUS_FILLER_MINUS_GAP,us,6.32310009
lan_parasitic_gap,33,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,33,MINUS_FILLER_PLUS_GAP,eventually,26.47947004
lan_parasitic_gap,33,PLUS_FILLER_MINUS_GAP,you,4.26844988
lan_parasitic_gap,33,MINUS_FILLER_MINUS_GAP,you,5.54388896
lan_parasitic_gap,34,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,34,MINUS_FILLER_PLUS_GAP,eventually,26.45168085
lan_parasitic_gap,34,PLUS_FILLER_MINUS_GAP,Kim,20.60727130
lan_parasitic_gap,34,MINUS_FILLER_MINUS_GAP,Kim,19.44989517
lan_parasitic_gap,35,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,35,MINUS_FILLER_PLUS_GAP,eventually,26.45168085
lan_parasitic_gap,35,PLUS_FILLER_MINUS_GAP,us,6.03937247
lan_parasitic_gap,35,MINUS_FILLER_MINUS_GAP,us,6.39223981
lan_parasitic_gap,36,PLUS_FILLER_PLUS_GAP,eventually,27.33073513
lan_parasitic_gap,36,MINUS_FILLER_PLUS_GAP,eventually,26.45168085
lan_parasitic_gap,36,PLUS_FILLER_MINUS_GAP,you,4.26844988
lan_parasitic_gap,36,MINUS_FILLER_MINUS_GAP,you,6.01335202
lan_parasitic_gap,37,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,37,MINUS_FILLER_PLUS_GAP,soon,22.54168442
lan_parasitic_gap,37,PLUS_FILLER_MINUS_GAP,us,9.41475084
lan_parasitic_gap,37,MINUS_FILLER_MINUS_GAP,us,8.96562400
lan_parasitic_gap,38,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,38,MINUS_FILLER_PLUS_GAP,soon,22.54168442
lan_parasitic_gap,38,PLUS_FILLER_MINUS_GAP,Kim,19.27644860
lan_parasitic_gap,38,MINUS_FILLER_MINUS_GAP,Kim,20.03035919
lan_parasitic_gap,39,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,39,MINUS_FILLER_PLUS_GAP,soon,22.54168442
lan_parasitic_gap,39,PLUS_FILLER_MINUS_GAP,you,2.63413608
lan_parasitic_gap,39,MINUS_FILLER_MINUS_GAP,you,3.75197515
lan_parasitic_gap,40,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,40,MINUS_FILLER_PLUS_GAP,soon,22.81346508
lan_parasitic_gap,40,PLUS_FILLER_MINUS_GAP,us,9.41475084
lan_parasitic_gap,40,MINUS_FILLER_MINUS_GAP,us,8.57077857
lan_parasitic_gap,41,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,41,MINUS_FILLER_PLUS_GAP,soon,22.81346508
lan_parasitic_gap,41,PLUS_FILLER_MINUS_GAP,Kim,19.27644860
lan_parasitic_gap,41,MINUS_FILLER_MINUS_GAP,Kim,18.04334974
lan_parasitic_gap,42,PLUS_FILLER_PLUS_GAP,soon,22.47313621
lan_parasitic_gap,42,MINUS_FILLER_PLUS_GAP,soon,22.81346508
lan_parasitic_gap,42,PLUS_FILLER_MINUS_GAP,you,2.63413608
lan_parasitic_gap,42,MINUS_FILLER_MINUS_GAP,you,4.62084257
lan_parasitic_gap,43,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,43,MINUS_FILLER_PLUS_GAP,eventually,23.17440718
lan_parasitic_gap,43,PLUS_FILLER_MINUS_GAP,you,2.63413608
lan_parasitic_gap,43,MINUS_FILLER_MINUS_GAP,you,3.75197515
lan_parasitic_gap,44,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,44,MINUS_FILLER_PLUS_GAP,eventually,23.17440718
lan_parasitic_gap,44,PLUS_FILLER_MINUS_GAP,us,9.41475084
lan_parasitic_gap,44,MINUS_FILLER_MINUS_GAP,us,8.96562400
lan_parasitic_gap,45,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,45,MINUS_FILLER_PLUS_GAP,eventually,23.17440718
lan_parasitic_gap,45,PLUS_FILLER_MINUS_GAP,Kim,19.27644860
lan_parasitic_gap,45,MINUS_FILLER_MINUS_GAP,Kim,20.03035919
lan_parasitic_gap,46,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,46,MINUS_FILLER_PLUS_GAP,eventually,22.90493195
lan_parasitic_gap,46,PLUS_FILLER_MINUS_GAP,you,2.63413608
lan_parasitic_gap,46,MINUS_FILLER_MINUS_GAP,you,4.62084257
lan_parasitic_gap,47,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,47,MINUS_FILLER_PLUS_GAP,eventually,22.90493195
lan_parasitic_gap,47,PLUS_FILLER_MINUS_GAP,us,9.41475084
lan_parasitic_gap,47,MINUS_FILLER_MINUS_GAP,us,8.57077857
lan_parasitic_gap,48,PLUS_FILLER_PLUS_GAP,eventually,22.26241473
lan_parasitic_gap,48,MINUS_FILLER_PLUS_GAP,eventually,22.90493195
lan_parasitic_gap,48,PLUS_FILLER_MINUS_GAP,Kim,19.27644860
lan_parasitic_gap,48,MINUS_FILLER_MINUS_GAP,Kim,18.04334974
lan_parasitic_gap,49,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,49,MINUS_FILLER_PLUS_GAP,soon,22.55431233
lan_parasitic_gap,49,PLUS_FILLER_MINUS_GAP,you,4.00312095
lan_parasitic_gap,49,MINUS_FILLER_MINUS_GAP,you,6.75017245
lan_parasitic_gap,50,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,50,MINUS_FILLER_PLUS_GAP,soon,22.55431233
lan_parasitic_gap,50,PLUS_FILLER_MINUS_GAP,us,9.97076407
lan_parasitic_gap,50,MINUS_FILLER_MINUS_GAP,us,9.82017123
lan_parasitic_gap,51,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,51,MINUS_FILLER_PLUS_GAP,soon,22.55431233
lan_parasitic_gap,51,PLUS_FILLER_MINUS_GAP,Kim,19.03421145
lan_parasitic_gap,51,MINUS_FILLER_MINUS_GAP,Kim,17.28856343
lan_parasitic_gap,52,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,52,MINUS_FILLER_PLUS_GAP,soon,21.99728489
lan_parasitic_gap,52,PLUS_FILLER_MINUS_GAP,you,4.00312095
lan_parasitic_gap,52,MINUS_FILLER_MINUS_GAP,you,5.79443892
lan_parasitic_gap,53,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,53,MINUS_FILLER_PLUS_GAP,soon,21.99728489
lan_parasitic_gap,53,PLUS_FILLER_MINUS_GAP,us,9.97076407
lan_parasitic_gap,53,MINUS_FILLER_MINUS_GAP,us,9.91952675
lan_parasitic_gap,54,PLUS_FILLER_PLUS_GAP,soon,21.93456949
lan_parasitic_gap,54,MINUS_FILLER_PLUS_GAP,soon,21.99728489
lan_parasitic_gap,54,PLUS_FILLER_MINUS_GAP,Kim,19.03421145
lan_parasitic_gap,54,MINUS_FILLER_MINUS_GAP,Kim,19.39868527
lan_parasitic_gap,55,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,55,MINUS_FILLER_PLUS_GAP,eventually,23.11933951
lan_parasitic_gap,55,PLUS_FILLER_MINUS_GAP,us,9.97076407
lan_parasitic_gap,55,MINUS_FILLER_MINUS_GAP,us,9.82017123
lan_parasitic_gap,56,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,56,MINUS_FILLER_PLUS_GAP,eventually,23.11933951
lan_parasitic_gap,56,PLUS_FILLER_MINUS_GAP,Kim,19.03421145
lan_parasitic_gap,56,MINUS_FILLER_MINUS_GAP,Kim,17.28856343
lan_parasitic_gap,57,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,57,MINUS_FILLER_PLUS_GAP,eventually,23.11933951
lan_parasitic_gap,57,PLUS_FILLER_MINUS_GAP,you,4.00312095
lan_parasitic_gap,57,MINUS_FILLER_MINUS_GAP,you,6.75017245
lan_parasitic_gap,58,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,58,MINUS_FILLER_PLUS_GAP,eventually,23.15855918
lan_parasitic_gap,58,PLUS_FILLER_MINUS_GAP,us,9.97076407
lan_parasitic_gap,58,MINUS_FILLER_MINUS_GAP,us,9.91952675
lan_parasitic_gap,59,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,59,MINUS_FILLER_PLUS_GAP,eventually,23.15855918
lan_parasitic_gap,59,PLUS_FILLER_MINUS_GAP,Kim,19.03421145
lan_parasitic_gap,59,MINUS_FILLER_MINUS_GAP,Kim,19.39868527
lan_parasitic_gap,60,PLUS_FILLER_PLUS_GAP,eventually,22.95854971
lan_parasitic_gap,60,MINUS_FILLER_PLUS_GAP,eventually,23.15855918
lan_parasitic_gap,60,PLUS_FILLER_MINUS_GAP,you,4.00312095
lan_parasitic_gap,60,MINUS_FILLER_MINUS_GAP,you,5.79443892
lan_parasitic_gap,61,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,61,MINUS_FILLER_PLUS_GAP,soon,20.86534347
lan_parasitic_gap,61,PLUS_FILLER_MINUS_GAP,Kim,20.03547499
lan_parasitic_gap,61,MINUS_FILLER_MINUS_GAP,Kim,20.78356431
lan_parasitic_gap,62,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,62,MINUS_FILLER_PLUS_GAP,soon,20.86534347
lan_parasitic_gap,62,PLUS_FILLER_MINUS_GAP,you,2.55816521
lan_parasitic_gap,62,MINUS_FILLER_MINUS_GAP,you,4.27683050
lan_parasitic_gap,63,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,63,MINUS_FILLER_PLUS_GAP,soon,20.86534347
lan_parasitic_gap,63,PLUS_FILLER_MINUS_GAP,us,9.69476929
lan_parasitic_gap,63,MINUS_FILLER_MINUS_GAP,us,9.15465889
lan_parasitic_gap,64,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,64,MINUS_FILLER_PLUS_GAP,soon,21.57649547
lan_parasitic_gap,64,PLUS_FILLER_MINUS_GAP,Kim,20.03547499
lan_parasitic_gap,64,MINUS_FILLER_MINUS_GAP,Kim,18.40418364
lan_parasitic_gap,65,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,65,MINUS_FILLER_PLUS_GAP,soon,21.57649547
lan_parasitic_gap,65,PLUS_FILLER_MINUS_GAP,you,2.55816521
lan_parasitic_gap,65,MINUS_FILLER_MINUS_GAP,you,4.98480568
lan_parasitic_gap,66,PLUS_FILLER_PLUS_GAP,soon,21.21007257
lan_parasitic_gap,66,MINUS_FILLER_PLUS_GAP,soon,21.57649547
lan_parasitic_gap,66,PLUS_FILLER_MINUS_GAP,us,9.69476929
lan_parasitic_gap,66,MINUS_FILLER_MINUS_GAP,us,9.05225063
lan_parasitic_gap,67,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,67,MINUS_FILLER_PLUS_GAP,eventually,24.26157456
lan_parasitic_gap,67,PLUS_FILLER_MINUS_GAP,you,2.55816521
lan_parasitic_gap,67,MINUS_FILLER_MINUS_GAP,you,4.27683050
lan_parasitic_gap,68,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,68,MINUS_FILLER_PLUS_GAP,eventually,24.26157456
lan_parasitic_gap,68,PLUS_FILLER_MINUS_GAP,Kim,20.03547499
lan_parasitic_gap,68,MINUS_FILLER_MINUS_GAP,Kim,20.78356431
lan_parasitic_gap,69,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,69,MINUS_FILLER_PLUS_GAP,eventually,24.26157456
lan_parasitic_gap,69,PLUS_FILLER_MINUS_GAP,us,9.69476929
lan_parasitic_gap,69,MINUS_FILLER_MINUS_GAP,us,9.15465889
lan_parasitic_gap,70,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,70,MINUS_FILLER_PLUS_GAP,eventually,24.18859150
lan_parasitic_gap,70,PLUS_FILLER_MINUS_GAP,you,2.55816521
lan_parasitic_gap,70,MINUS_FILLER_MINUS_GAP,you,4.98480568
lan_parasitic_gap,71,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,71,MINUS_FILLER_PLUS_GAP,eventually,24.18859150
lan_parasitic_gap,71,PLUS_FILLER_MINUS_GAP,Kim,20.03547499
lan_parasitic_gap,71,MINUS_FILLER_MINUS_GAP,Kim,18.40418364
lan_parasitic_gap,72,PLUS_FILLER_PLUS_GAP,eventually,24.45174629
lan_parasitic_gap,72,MINUS_FILLER_PLUS_GAP,eventually,24.18859150
lan_parasitic_gap,72,PLUS_FILLER_MINUS_GAP,us,9.69476929
lan_parasitic_gap,72,MINUS_FILLER_MINUS_GAP,us,9.05225063
lan_parasitic_gap,73,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,73,MINUS_FILLER_PLUS_GAP,soon,23.33068135
lan_parasitic_gap,73,PLUS_FILLER_MINUS_GAP,us,8.87033832
lan_parasitic_gap,73,MINUS_FILLER_MINUS_GAP,us,7.57694202
lan_parasitic_gap,74,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,74,MINUS_FILLER_PLUS_GAP,soon,23.33068135
lan_parasitic_gap,74,PLUS_FILLER_MINUS_GAP,Kim,19.41352483
lan_parasitic_gap,74,MINUS_FILLER_MINUS_GAP,Kim,19.83058200
lan_parasitic_gap,75,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,75,MINUS_FILLER_PLUS_GAP,soon,23.33068135
lan_parasitic_gap,75,PLUS_FILLER_MINUS_GAP,you,5.04620101
lan_parasitic_gap,75,MINUS_FILLER_MINUS_GAP,you,4.92065191
lan_parasitic_gap,76,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,76,MINUS_FILLER_PLUS_GAP,soon,23.40902691
lan_parasitic_gap,76,PLUS_FILLER_MINUS_GAP,us,8.87033832
lan_parasitic_gap,76,MINUS_FILLER_MINUS_GAP,us,7.55091148
lan_parasitic_gap,77,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,77,MINUS_FILLER_PLUS_GAP,soon,23.40902691
lan_parasitic_gap,77,PLUS_FILLER_MINUS_GAP,Kim,19.41352483
lan_parasitic_gap,77,MINUS_FILLER_MINUS_GAP,Kim,18.49464495
lan_parasitic_gap,78,PLUS_FILLER_PLUS_GAP,soon,23.93604629
lan_parasitic_gap,78,MINUS_FILLER_PLUS_GAP,soon,23.40902691
lan_parasitic_gap,78,PLUS_FILLER_MINUS_GAP,you,5.04620101
lan_parasitic_gap,78,MINUS_FILLER_MINUS_GAP,you,5.83486756
lan_parasitic_gap,79,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,79,MINUS_FILLER_PLUS_GAP,eventually,23.54768721
lan_parasitic_gap,79,PLUS_FILLER_MINUS_GAP,you,5.04620101
lan_parasitic_gap,79,MINUS_FILLER_MINUS_GAP,you,5.83486756
lan_parasitic_gap,80,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,80,MINUS_FILLER_PLUS_GAP,eventually,23.54768721
lan_parasitic_gap,80,PLUS_FILLER_MINUS_GAP,Kim,19.41352483
lan_parasitic_gap,80,MINUS_FILLER_MINUS_GAP,Kim,18.49464495
lan_parasitic_gap,81,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,81,MINUS_FILLER_PLUS_GAP,eventually,23.54768721
lan_parasitic_gap,81,PLUS_FILLER_MINUS_GAP,us,8.87033832
lan_parasitic_gap,81,MINUS_FILLER_MINUS_GAP,us,7.55091148
lan_parasitic_gap,82,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,82,MINUS_FILLER_PLUS_GAP,eventually,23.60641500
lan_parasitic_gap,82,PLUS_FILLER_MINUS_GAP,you,5.04620101
lan_parasitic_gap,82,MINUS_FILLER_MINUS_GAP,you,4.92065191
lan_parasitic_gap,83,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,83,MINUS_FILLER_PLUS_GAP,eventually,23.60641500
lan_parasitic_gap,83,PLUS_FILLER_MINUS_GAP,Kim,19.41352483
lan_parasitic_gap,83,MINUS_FILLER_MINUS_GAP,Kim,19.83058200
lan_parasitic_gap,84,PLUS_FILLER_PLUS_GAP,eventually,21.83682979
lan_parasitic_gap,84,MINUS_FILLER_PLUS_GAP,eventually,23.60641500
lan_parasitic_gap,84,PLUS_FILLER_MINUS_GAP,us,8.87033832
lan_parasitic_gap,84,MINUS_FILLER_MINUS_GAP,us,7.57694202
lan_parasitic_gap,85,PLUS_FILLER_PLUS_GAP,soon,22.44328829
lan_parasitic_gap,85,MINUS_FILLER_PLUS_GAP,soon,22.41599683
lan_parasitic_gap,85,PLUS_FILLER_MINUS_GAP,us,8.50031446
